id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,created.1,assigned.1,summary,description,affected_version,fixed_version,votes,watches,description_words,assingnee_count,comment_count,commenter,Surprising,Dormant,Blocker,security,Performance,Breakage,commit_count,file_count,files,nsec,fsec
253,Bug,Resolved,Fixed,,Major,Ramya Sunil,2012/05/15 21:32:31 +0100,2012/05/15 21:32:31 +0100,Ramya Sunil,2012/05/17 20:58:51 +0100,1.97662037,1.97662037,Support uninstall state in mysql modules,Currently  there is no support for uninstall of mysql package.,0.9.0,0.9.0,0,1,10,1,2,1,0,0,0,0,0,0,0,0,,0,0
255,Bug,Resolved,Fixed,,Minor,Varun Kapoor,2012/05/15 22:46:46 +0100,2012/05/15 22:46:46 +0100,Varun Kapoor,2012/05/17 20:57:02 +0100,1.923796296,1.923796296,Rename/Relocate files as appropriate,There's some images in the html/ directory (that should be in images/)  there's .html files whose extension should be changed to .htmli  and such  that would be nice to clean up.,0.9.0,0.9.0,0,2,31,1,2,2,0,0,0,0,0,0,0,0,,0,0
256,Bug,Resolved,Fixed,,Major,Ramya Sunil,2012/05/15 22:52:19 +0100,2012/05/15 22:52:19 +0100,Ramya Sunil,2012/05/17 20:57:56 +0100,1.92056713,1.92056713,Update hive config to enable authorization,In /etc/hive/conf/hive-site.xml&lt;property&gt; &lt;name&gt;hive.security.authorization.enabled&lt;/name&gt; &lt;value&gt;true&lt;/value&gt; &lt;description&gt;enable or disable the hive client authorization&lt;/description&gt;&lt;/property&gt;&lt;property&gt; &lt;name&gt;hive.security.authorization.manager&lt;/name&gt; &lt;value&gt;org.apache.hcatalog.security.HdfsAuthorizationProvider&lt;/value&gt; &lt;description&gt;the hive client authorization manager class name. The user defined authorization class should implement interface org.apache.hadoop.hive.ql.security.authorization.HiveAuthorizationProvider. &lt;/description&gt;&lt;/property&gt;In /etc/hive/conf/hive-env.sh  add -export HIVE_AUX_JARS_PATH=/usr/lib/hcatalog/share/hcatalog/hcatalog-0.4.0.jar,0.9.0,0.9.0,0,1,46,1,2,1,0,0,0,1,0,0,0,0,,1,4
257,Bug,Resolved,Fixed,site,Major,Arpit Gupta,2012/05/15 23:00:57 +0100,2012/05/17 22:25:38 +0100,Vinod Kumar Vavilapalli,2012/05/18 22:57:30 +0100,2.997604167,1.02212963,Manage services section will have any empty section when no client only components installed,On the manage services page we have a section for client only services that have no long running processes.If the user has no such component there is a heading but no content. Maybe we can hide the heading when no such service is present.,0.9.0,0.9.0,0,3,44,1,2,2,0,0,0,0,0,0,0,0,,0,0
262,Bug,Resolved,Fixed,site,Major,Arpit Gupta,2012/05/15 23:13:18 +0100,2012/05/17 22:20:56 +0100,Vinod Kumar Vavilapalli,2012/05/18 22:58:45 +0100,2.989895833,1.026261574,Init Wizard: Advanced Config validation errors can be bypassed,Make the Naigos password (and re-type password) different so as you cause a validation error.This will let the user move on to the next screen by ignoring all other validation errors on this page.,0.9.0,0.9.0,0,3,34,1,2,2,0,0,0,1,0,0,0,0,,0,0
264,Bug,Resolved,Fixed,site,Major,Arpit Gupta,2012/05/15 23:15:36 +0100,2012/05/17 22:22:08 +0100,Vinod Kumar Vavilapalli,2012/05/18 23:13:21 +0100,2.9984375,1.03556713,Nagios Admin Contact should be checked to ensure it is always an email address,Nagios Admin Contact should be checked to ensure it is always an email address,0.9.0,0.9.0,0,3,1,1,2,2,0,0,0,0,0,0,0,0,,0,0
274,Bug,Resolved,Fixed,,Major,Ramya Sunil,2012/05/16 21:29:08 +0100,2012/05/16 21:29:08 +0100,Ramya Sunil,2012/05/18 06:42:17 +0100,1.384131944,1.384131944,Templeton data on hdfs needs to be readable by all users,Content of /user/templeton dir-bash-3.2$ hadoop dfs -ls /user/templetonFound 4 items-rw-r--r-- 3 templeton hdfs 107373 2012-05-14 19:53 /user/templeton/hadoop-streaming.jar-rw------- 3 templeton hdfs 35352096 2012-05-14 19:53 /user/templeton/hive.tar.gz-rw------- 3 templeton hdfs 47909478 2012-05-14 19:53 /user/templeton/pig.tar.gz-rw------- 3 templeton hdfs 127652 2012-05-14 19:53 /user/templeton/ugi.jarOnly templeton user can use the jars,0.9.0,0.9.0,0,2,50,1,2,2,0,0,0,0,0,0,0,0,,0,0
276,Bug,Resolved,Fixed,site,Major,Suresh Srinivas,2012/05/16 22:22:43 +0100,2012/07/05 18:29:53 +0100,Suresh Srinivas,2012/07/05 18:29:53 +0100,49.83831019,0,Update HDFS parameter configuration description,Updating the short description and tooltip long description as follows:Changing the text that affects WebUI as follows: filesystem -&gt; file system HDFS Append Enabled -&gt; Append enabled HDFS WebHDFS Enabled -&gt; WebHDFS enabled Hadoop maximum Java heap size -&gt; Hadoop maximum Java heap size (MB)  Java Heap Size for slave daemons -&gt; Maximum Java heap size for daemons such as Balancer in MB (-Xmx)   NameNode maximum Java heap size -&gt; NameNode initial Java heap size (MB)  Java Heap Size for NameNode -&gt; Initial and minimum Java heap size for NameNode in MB (-Xms)   Hadoop Young Generation heap size -&gt; NameNode new generation size (MB)  Maximum size for New Generation for java heap size -&gt; Default size of Java new generation in MB for NameNode (-XX:NewSize)   DataNode Java heap size -&gt; DataNode maximum Java heap size (MB)  Java Heap Size for DataNode -&gt; Maximum Java heap size for DataNode in MB (-Xmx),0.1.0; ambari-186,0.9.0,0,2,163,1,3,2,0,0,0,0,0,0,0,0,,0,0
280,Bug,Resolved,Fixed,,Major,Vikram Dixit K,2012/05/16 23:42:16 +0100,2012/05/16 23:42:16 +0100,Vikram Dixit K,2012/05/18 07:05:43 +0100,1.307951389,1.307951389,Cleanup of utilities,We need an api for the UI to figure out the status of the cluster.,0.9.0,0.9.0,0,2,15,1,2,2,0,0,0,0,0,0,0,0,,0,0
283,Bug,Resolved,Fixed,,Major,Vikram Dixit K,2012/05/17 01:11:44 +0100,2012/05/17 01:11:44 +0100,Vinod Kumar Vavilapalli,2012/05/18 20:37:47 +0100,1.809756944,1.809756944,Fixup review and deploy rendering,Currently render of the review and deploy page is messy.,0.9.0,0.9.0,0,3,10,1,2,2,0,0,0,0,0,0,0,0,,0,0
287,Bug,Resolved,Fixed,ambari-server; ambari-web,Major,Vikram Dixit K,2012/05/17 02:49:45 +0100,2012/05/17 02:49:45 +0100,Vikram Dixit K,2012/06/07 05:27:14 +0100,21.10936343,21.10936343,Add link to uninstall on index page,Uninstall link is now hooked into the index page.,0.9.0,0.9.0,0,2,9,1,3,2,0,0,0,0,0,0,0,0,,0,0
290,Bug,Resolved,Fixed,ambari-server,Major,Jitendra Nath Pandey,2012/05/17 03:49:18 +0100,2012/05/17 03:49:18 +0100,Varun Kapoor,2012/05/17 03:52:12 +0100,0.002013889,0.002013889,Comment in addNodesWizardInit.js.,Comment in addNodesWizardInit.js.,0.9.0,0.9.0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,,0,0
292,Bug,Resolved,Fixed,ambari-web,Major,Jitendra Nath Pandey,2012/05/17 03:55:34 +0100,2012/05/17 03:55:34 +0100,Varun Kapoor,2012/05/17 03:58:26 +0100,0.001990741,0.001990741,HTML being spewed in the Review+Deploy page.,HTML being spewed in the Review+Deploy page.,0.9.0,0.9.0,0,1,7,1,1,1,0,0,0,0,0,0,0,0,,0,0
300,Bug,Resolved,Fixed,,Major,Yusaku Sako,2012/05/17 07:44:03 +0100,2012/05/17 07:44:03 +0100,Yusaku Sako,2012/05/17 20:56:16 +0100,0.550150463,0.550150463,Change the status message (success/error) location so that it shows below the page summary box  rather than above  more better visibility,Change the status message (success/error) location so that it shows below the page summary box  rather than above  more better visibility,0.9.0,0.9.0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,,0,0
302,Bug,Resolved,Fixed,,Major,Ramya Sunil,2012/05/17 21:56:51 +0100,2012/05/17 21:56:51 +0100,Ramya Sunil,2012/06/23 16:44:49 +0100,36.78331019,36.78331019,regionservers config in the hbase only has localhost in it,/etc/hbase/conf/regionserver should correctly populate the slaves list,0.9.0,0.9.0,0,2,7,1,2,2,0,0,0,0,0,0,0,0,,0,0
304,Bug,Resolved,Fixed,,Major,Vinod Kumar Vavilapalli,2012/05/17 22:51:13 +0100,2012/05/17 22:51:13 +0100,Vinod Kumar Vavilapalli,2012/06/02 01:25:33 +0100,15.10717593,15.10717593,Upgrade to yui-3.5.1,Upgrade to yui-3.5.1,0.9.0,0.9.0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,,0,0
310,Bug,Resolved,Fixed,,Major,Yusaku Sako,2012/05/18 04:11:17 +0100,2012/05/18 04:11:17 +0100,Yusaku Sako,2012/06/01 23:48:51 +0100,14.81775463,14.81775463,Externalize message resources for the welcome page.  Update styles on various pages.,Externalize message resources for the welcome page.  Update styles on various pages.,0.9.0,0.9.0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,,0,0
312,Bug,Resolved,Fixed,,Minor,Hitesh Shah,2012/05/18 18:03:47 +0100,2012/05/18 18:03:47 +0100,Hitesh Shah,2012/06/01 23:58:33 +0100,14.24636574,14.24636574,Uninstall's wipe flag should be correctly passed to puppet,Uninstall's wipe flag should be correctly passed to puppet,0.9.0,0.9.0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,,0,0
316,Bug,Resolved,Fixed,,Major,Vinod Kumar Vavilapalli,2012/05/18 21:33:10 +0100,2012/05/18 21:33:10 +0100,Vinod Kumar Vavilapalli,2012/06/05 22:46:22 +0100,18.05083333,18.05083333,Grid mount points page doesn't let one pass with only a custom mount point,Grid mount points page doesn't let one pass with only a custom mount point,0.9.0,0.9.0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,,0,0
319,Bug,Resolved,Fixed,ambari-server,Major,Jitendra Nath Pandey,2012/05/18 22:46:41 +0100,2012/05/18 22:46:41 +0100,Jitendra Nath Pandey,2012/06/02 01:30:40 +0100,14.11387731,14.11387731,Scale puppet master to large number of nodes.,Scale puppet master to large number of nodes.,0.9.0,0.9.0,0,3,8,1,1,1,0,0,0,0,0,0,0,0,,0,0
323,Bug,Resolved,Fixed,ambari-server,Major,Vikram Dixit K,2012/05/18 23:48:39 +0100,2012/05/18 23:48:39 +0100,Vikram Dixit K,2012/06/02 01:33:06 +0100,14.07253472,14.07253472,During any process in the cluster initialization wizard  if the user goes back to the '1 Create Cluster' tab  the user is stuck.,During any process in the cluster initialization wizard  if the user goes back to the '1 Create Cluster' tab  the user is stuck.,0.9.0,0.9.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,0
326,Bug,Resolved,Fixed,ambari-server,Major,Jitendra Nath Pandey,2012/05/19 00:13:40 +0100,2012/05/19 00:13:40 +0100,Jitendra Nath Pandey,2012/06/02 01:39:41 +0100,14.0597338,14.0597338,Dependencies should be added only during install phase,Host level dependencies are being set in running stage as well  which is redundant. It can be assumed that dependencies were installed at install stage.,0.9.0,0.9.0,0,3,25,1,3,2,0,0,0,0,0,0,0,0,,0,0
330,Bug,Resolved,Fixed,,Critical,Vinod Kumar Vavilapalli,2012/05/19 01:13:06 +0100,2012/05/19 01:13:21 +0100,Varun Kapoor,2012/06/05 22:30:53 +0100,17.88734954,17.88717593,Provide a way to resume if browser crashes/is closed during the deploy-in-progress,Currently when the browser is closed one cannot view the install in progress. They will have to look at the logs on the hmc machine to figure out whats going on. It would be nice if we can provide a way to get back to the install progress.,0.9.0,0.9.0,0,3,48,1,4,2,0,0,0,0,0,0,0,0,,0,0
335,Bug,Resolved,Fixed,,Major,Ramya Sunil,2012/05/19 20:16:04 +0100,2012/05/19 20:16:04 +0100,Ramya Sunil,2012/06/05 22:22:52 +0100,17.08805556,17.08805556,Redundant downloads even though the artifacts are already installed,Artifacts (such as mysql-connector.zip  hive.tar.gz  pig.tar.gz  ext.zip) are being downloaded even though they are previously installed leading to additional execution time.,0.9.0,0.9.0,0,2,21,1,2,1,0,0,0,0,0,0,0,0,,0,0
338,Bug,Resolved,Fixed,ambari-server,Major,Vikram Dixit K,2012/05/19 21:50:17 +0100,2012/05/19 22:39:52 +0100,Vikram Dixit K,2012/06/05 22:32:54 +0100,17.02959491,16.99516204,Cluster status update needs to happen for all stages of installation wizard.,Cluster status should be updated in db for each stage of the installation wizard. This is used to enable restart of browser and also showing status of the cluster on the index page.,0.9.0,0.9.0,0,1,33,1,1,1,0,0,0,0,0,0,0,0,,0,0
339,Bug,Resolved,Fixed,ambari-web,Major,Vikram Dixit K,2012/05/19 22:01:30 +0100,2012/05/20 01:39:12 +0100,Vikram Dixit K,2012/06/05 23:34:28 +0100,17.06456019,16.91337963,Making transitionToNextStage more robust,If the currentStage is null  we should not proceed with a transition.,0.9.0,0.9.0,0,1,12,1,1,1,0,0,0,0,0,0,0,0,,0,0
349,Bug,Resolved,Fixed,ambari-server; ambari-web,Major,Vikram Dixit K,2012/05/20 03:31:33 +0100,2012/05/20 03:31:33 +0100,Vikram Dixit K,2012/06/05 23:52:05 +0100,16.84759259,16.84759259,Logging in case of error during uninstall needs to be fixed.,Logs disappear post uninstall because the transaction is also cleaned from the db.,0.9.0,0.9.0,0,1,13,1,1,1,0,0,0,0,0,0,0,0,,0,0
352,Bug,Resolved,Fixed,,Major,Yusaku Sako,2012/05/20 19:27:54 +0100,2012/05/20 19:27:54 +0100,Yusaku Sako,2012/06/23 16:34:30 +0100,33.87958333,33.87958333,Add flow control - force redirects to appropriate pages based on cluster configuration status for better usability,If no cluster has been set up yet  redirect to the welcome page.If a cluster is being configured (but has not gone thru deployment)  redirect to Step 1 of the cluster init wizard.If a cluster is being deployed  redirect to the deployment progress page.If a cluster has gone thru deployment but failed  redirect to the re-install page.If a cluster has gone thru deployment and succeed  do not perform any forced redirect.,0.9.0,0.9.0,0,1,71,1,1,1,0,0,0,0,0,0,0,0,,0,0
357,Bug,Resolved,Fixed,,Major,Yusaku Sako,2012/05/21 00:18:32 +0100,2012/05/21 00:18:32 +0100,Yusaku Sako,2012/06/23 16:28:38 +0100,33.67368056,33.67368056,Redesign master service assignment page so that it takes up less vertical space,Redesign master service assignment page so that it takes up less vertical space,0.9.0,0.9.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,0
362,Bug,Resolved,Fixed,ambari-server,Major,Vikram Dixit K,2012/05/21 04:48:34 +0100,2012/05/21 04:48:34 +0100,Vikram Dixit K,2012/06/06 21:40:18 +0100,16.70259259,16.70259259,Create lock file as part of rpm install,Lock file is being created as part of create cluster. This is brittle and needs to be done as part of the rpm install.,0.9.0,0.9.0,0,1,24,1,1,1,0,0,0,0,0,0,0,0,,0,0
366,Bug,Resolved,Fixed,,Major,Varun Kapoor,2012/05/21 21:02:30 +0100,2012/05/21 21:02:30 +0100,Varun Kapoor,2012/06/06 21:55:17 +0100,16.03665509,16.03665509,Package up the fonts/ subdirectory in the HMC RPM,The new fonts/ subdirectory used for the buttons on the ManageServices page isn't packaged up.,0.9.0,0.9.0,0,2,15,1,2,2,0,0,0,0,0,0,0,0,,0,0
369,Bug,Resolved,Fixed,,Major,Yusaku Sako,2012/05/21 23:20:55 +0100,2012/05/21 23:20:55 +0100,Yusaku Sako,2012/06/06 22:04:46 +0100,15.94711806,15.94711806,Improve Service Management page and general popup styling,Improve Service Management page and general popup styling,0.9.0,0.9.0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,,0,0
371,Bug,Resolved,Fixed,ambari-server,Major,Jitendra Nath Pandey,2012/05/22 00:51:49 +0100,2012/05/22 00:51:49 +0100,Jitendra Nath Pandey,2012/06/06 22:06:06 +0100,15.88491898,15.88491898,Mysql packages not being sent during install and uninstall,Mysql packages not being sent during install and uninstall.,0.9.0,0.9.0,0,2,9,1,1,1,0,0,0,0,0,0,0,0,,0,0
377,Bug,Resolved,Fixed,ambari-server,Major,Jitendra Nath Pandey,2012/05/22 07:41:39 +0100,2012/05/22 07:41:39 +0100,Jitendra Nath Pandey,2012/06/06 22:30:57 +0100,15.61756944,15.61756944,Uninstall does not handle component dependencies.,Uninstall does not handle component dependencies.,0.9.0,0.9.0,0,2,6,1,2,1,0,0,0,0,0,0,0,0,,0,0
386,Bug,Resolved,Fixed,,Major,Hitesh Shah,2012/05/22 23:42:53 +0100,2012/05/22 23:42:53 +0100,Hitesh Shah,2012/06/06 22:58:39 +0100,14.96928241,14.96928241,On Single Node install when install all the components the recommended num for Map/Reduce Tasks is too high,Use lower count of maps/reduce slots for a single node install.,0.9.0,0.9.0,0,2,11,1,1,1,0,0,0,0,0,0,0,0,,0,0
393,Bug,Resolved,Fixed,,Major,Mahadev konar,2012/05/23 19:33:34 +0100,2012/05/23 19:33:34 +0100,Mahadev konar,2012/06/06 23:11:34 +0100,14.15138889,14.15138889,ZooKeeper myid files not existent on ZK install.,ZooKeeper myid files not existent on ZK install.,0.9.0,0.9.0,0,2,8,1,1,1,0,0,0,0,0,0,0,0,,0,0
394,Bug,Resolved,Fixed,ambari-server,Major,Vikram Dixit K,2012/05/23 21:31:54 +0100,2012/05/23 21:31:54 +0100,Vikram Dixit K,2012/06/06 23:13:02 +0100,14.07023148,14.07023148,Add nodes fails to find node in db,Host not found in db error on assign nodes page,0.9.0,0.9.0,0,1,11,1,1,1,0,0,0,0,0,0,0,0,,0,0
399,Bug,Resolved,Fixed,,Major,Yusaku Sako,2012/05/23 23:26:51 +0100,2012/05/23 23:26:51 +0100,Yusaku Sako,2012/06/06 23:26:35 +0100,13.99981481,13.99981481,Cannot uninstall - the page hangs with the spinning icon,Cannot uninstall - the page hangs with the spinning icon,0.9.0,0.9.0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,,0,0
401,Bug,Resolved,Fixed,ambari-server,Major,Jitendra Nath Pandey,2012/05/24 00:25:43 +0100,2012/05/24 07:54:10 +0100,Jitendra Nath Pandey,2012/06/06 23:28:01 +0100,13.95993056,13.64850694,Manual config changes for nn get reset on stop/start from hmc,Manual config changes for nn get reset on stop/start from hmc,0.9.0,0.9.0,0,2,11,1,1,1,0,0,0,0,0,0,0,0,,0,0
402,Bug,Resolved,Fixed,ambari-server,Major,Vikram Dixit K,2012/05/24 01:08:53 +0100,2012/05/24 01:08:53 +0100,Varun Kapoor,2012/06/06 23:29:20 +0100,13.93086806,13.93086806,Completing successful add node takes one to initialize cluster page starting from scratch,Completing successful add node takes one to initialize cluster page starting from scratch,0.9.0,0.9.0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,,0,0
404,Bug,Resolved,Fixed,,Major,Yusaku Sako,2012/05/24 04:14:10 +0100,2012/05/24 04:21:22 +0100,Yusaku Sako,2012/06/06 23:43:36 +0100,13.81210648,13.80710648,Unify the top nav for both Monitoring and Cluster Management,Unify the top nav for both Monitoring and Cluster Management,0.9.0,0.9.0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,,0,0
