id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,created.1,assigned.1,summary,description,affected_version,fixed_version,votes,watches,description_words,assingnee_count,comment_count,commenter,Surprising,Dormant,Blocker,security,Performance,Breakage,commit_count,file_count,files,nsec,fsec
101,Bug,Resolved,Fixed,,Minor,Alastair Maw,2006/11/22 19:37:49 +0100,2006/11/22 19:37:49 +0100,Alastair Maw,2006/11/22 19:50:20 +0100,0.00869213,0.00869213,Lazy-registration fails for mounted resources.,If you mount a CSS resource which has background image url() links  the lazy-resolution code in SharedResourceRequestTarget doesn't search class aliases when it tries to locate the image  which is rather annoying.,2.0 branch (discontinued); 1.3.0-beta1,2.0 branch (discontinued); 1.3.0-beta1,0,0,32,1,1,1,0,0,0,0,0,0,2,4,wicket/src/main/java/wicket/SharedResources.java;wicket/src/main/java/wicket/request/target/resource/SharedResourceRequestTarget.java;wicket/src/main/java/wicket/SharedResources.java;wicket/src/main/java/wicket/request/target/resource/SharedResourceRequestTarget.java;,0,0
105,Improvement,Resolved,Fixed,wicket,Trivial,Martijn Dashorst,2006/11/23 23:35:25 +0100,2006/12/30 08:02:10 +0100,Igor Vaynberg,2006/12/30 08:02:15 +0100,36.35196759,5.79E-05,Remove RequiredTextField from 2.0,To cut down on our API and remove some ultra-convenience stuff  Ipropose to remove RequiredTextField from our API. Requiredness iseasily achieved using 'setRequired(true)'  and therefore removes theneed for a special field.Vote was: 3 binding for removal only in 2.0,2.0 branch (discontinued),2.0 branch (discontinued),0,0,39,1,0,0,0,0,0,0,0,0,2,2,wicket/src/main/java/wicket/markup/html/form/RequiredTextField.java;wicket/src/test/java/wicket/util/tester/apps_1/CreateBook.java;,0,0
142,Bug,Closed,Fixed,wicket,Major,Ingram Chen,2006/12/05 14:32:47 +0100,2006/12/09 00:32:29 +0100,Igor Vaynberg,2006/12/09 02:30:59 +0100,3.49875,0.082291667,NullPointerException after deserialize wicket.util.concurrent.CopyOnWriteArrayList,wicket.feedback.FeedbackMessages by default using wicket.util.concurrent.CopyOnWriteArrayList for storage. however CopyOnWriteArrayList internally use a transient Object[] array_ without checking null and lazy initialization. This may cause NullPointerException after session replication or the like. Below is stack trace while testing terracotta session clustering :WicketMessage: unable to get object  model: Model:classname=&#91;wicket.feedback.FeedbackMessagesModel&#93;:attached=true  called with component [MarkupContainer &#91;Component id = messages  page = ngc.wicket.pages.MainPage   path = 7:globalFeedback:feedbackul:messages.FeedbackPanel$MessageListView  isVisible = true  isVersioned = false&#93;]Root cause:java.lang.NullPointerExceptionat wicket.util.concurrent.CopyOnWriteArrayList.size (CopyOnWriteArrayList.java:152)at wicket.feedback.FeedbackMessages.messages(FeedbackMessages.java:258)at wicket.feedback.FeedbackMessagesModel.onGetObject(FeedbackMessagesModel.java:101)at wicket.model.AbstractDetachableModel.getObject (AbstractDetachableModel.java:104)at wicket.Component.getModelObject(Component.java:990)at wicket.markup.html.panel.FeedbackPanel.updateFeedback(FeedbackPanel.java:234)at wicket.Page$2.component (Page.java:372)at wicket.MarkupContainer.visitChildren(MarkupContainer.java:744)at wicket.Page.renderPage(Page.java:368),1.2.3,,0,0,83,1,8,5,0,0,0,1,0,0,2,2,wicket/src/main/java/wicket/util/concurrent/CopyOnWriteArrayList.java;wicket/src/main/java/wicket/util/concurrent/CopyOnWriteArrayList.java;,0,0
144,Bug,Resolved,Fixed,wicket,Major,Eelco Hillenius,2006/12/06 02:48:53 +0100,2006/12/06 02:48:53 +0100,Eelco Hillenius,2006/12/09 19:53:50 +0100,3.711770833,3.711770833,wrong handling of exceptions for Resource#respond and ComponentResourceRequestTarget#respond,Resource's exception handling is too fragile. Currently (before fix) it looks like this: private final void respond(final IResourceStream resourceStream  final Response response) { try { final OutputStream out = response.getOutputStream(); try { Streams.copy(resourceStream.getInputStream()  out); } finally { resourceStream.close(); out.flush(); } } catch (Exception e) { Throwable throwable = e; boolean ignoreException = false; while (throwable != null) { if (throwable instanceof SocketException) { String message = throwable.getMessage(); ignoreException = message != null &amp;&amp; (message.indexOf('Connection reset by peer') != -1 || message .indexOf('Software caused connection abort') != -1); } else { ignoreException = throwable.getClass().getName() .indexOf('ClientAbortException') &gt;= 0; if (ignoreException) { if (log.isDebugEnabled()) { log.debug('Socket exception ignored for sending Resource ' + 'response to client (ClientAbort)'  e); } break; } } throwable = throwable.getCause(); } if (!ignoreException) { throw new WicketRuntimeException('Unable to render resource stream ' + resourceStream  e); } } }and ComponentResourceRequestTarget re-threw this exception  resulting in Wicket trying to render an error page. One problem with the above code is that it is simply does not cover all appservers/versions/os-ses  nor it that something we should want to support. For instance  an aborted request in Jetty on Linux/ OSX results in an IOException (or more concrete EofException).Besides the fact that this can get you weird behavior in general  handling the exception like we did there is never a good idea. We should never try to render an error page for any exception during a resource request but instead set an appropriate status code. I propose status code 500 (INTERNAL_SERVER_ERROR) for this and put that in ComponentResourceRequestTarget  and alter Resource so that it always re-throws any exception.,2.0 branch (discontinued); 1.2.4; 1.3.0-beta1,2.0 branch (discontinued); 1.2.4; 1.3.0-beta1,0,0,265,1,4,2,0,0,0,0,0,1,6,8,wicket/src/main/java/wicket/Resource.java;wicket/src/main/java/wicket/request/target/resource/ComponentResourceRequestTarget.java;wicket/src/main/java/wicket/Resource.java;wicket/src/main/java/wicket/request/target/resource/ComponentResourceRequestTarget.java;wicket/src/main/java/wicket/Resource.java;wicket/src/main/java/wicket/request/target/resource/ComponentResourceRequestTarget.java;wicket/src/main/java/wicket/Resource.java;wicket/src/main/java/wicket/request/target/resource/ComponentResourceRequestTarget.java;,0,0
149,Bug,Resolved,Fixed,wicket,Major,Nathan Hamblen,2006/12/07 17:44:24 +0100,2006/12/31 17:10:46 +0100,Alastair Maw,2007/01/18 15:30:58 +0100,41.90733796,17.93069444,mounted URLs fail if filterPath is blank,The path in RequestParameters needs to begin with a '/' or it will not be found when checking against mounted paths. The slash is prefixed in WicketFilter line 545 when checking isWicketRequest()  but it is not prefixed later when looking for the request target. Proposed fix in patch (to be attached) performs this operation in ServletWebRequest.getPath(); I'm not sure if that is the ideal spot  but I've confirmed that it fixes the problem.,1.3.0-beta1,2.0 branch (discontinued); 1.3.0-beta1,0,0,73,1,15,3,0,0,0,0,0,0,2,2,wicket/src/main/java/wicket/protocol/http/servlet/ServletWebRequest.java;wicket/src/main/java/wicket/protocol/http/servlet/ServletWebRequest.java;,0,0
151,Improvement,Resolved,Fixed,wicket,Major,Eelco Hillenius,2006/12/08 00:51:15 +0100,2006/12/08 00:51:15 +0100,Eelco Hillenius,2007/01/31 09:07:56 +0100,54.34491898,54.34491898,set session locale when constructing session object,Currently  we create the session objects like this:WebApplication#getSession:if (session == null){ // Create session using session factory session = getSessionFactory().newSession(request); // Set the client Locale for this session session.setLocale(request.getLocale());What I propose is to change the constructor from Session/ WebSession to take in a Locale parameter as well. That would make it possible for custom session classes to fix the locale by setting it in the constructor. Now that is only possible by overriding Session#getLocale,2.0 branch (discontinued); 1.3.0-beta1,2.0 branch (discontinued); 1.3.0-beta1,0,0,74,1,15,4,0,0,0,0,0,0,4,53,wicket-auth-roles-examples/src/main/java/wicket/authentication/example/MyAuthenticatedWebSession.java;wicket-auth-roles-examples/src/main/java/wicket/authorization/strategies/role/example/RolesApplication.java;wicket-auth-roles-examples/src/main/java/wicket/authorization/strategies/role/example/RolesSession.java;wicket-quickstart/src/main/java/wicket/quickstart/QuickStartApplication.java;wicket-quickstart/src/main/java/wicket/quickstart/QuickStartSession.java;wicket-auth-roles-examples/src/main/java/wicket/authentication/example/MyAuthenticatedWebSession.java;wicket-auth-roles-examples/src/main/java/wicket/authorization/strategies/role/example/RolesApplication.java;wicket-auth-roles-examples/src/main/java/wicket/authorization/strategies/role/example/RolesSession.java;wicket-auth-roles/src/main/java/wicket/authentication/AuthenticatedWebApplication.java;wicket-auth-roles/src/main/java/wicket/authentication/AuthenticatedWebSession.java;wicket-examples/src/main/java/wicket/examples/debug/ApplicationView.html;wicket-examples/src/main/java/wicket/examples/debug/ApplicationView.java;wicket-examples/src/main/java/wicket/examples/hangman/HangmanApplication.java;wicket-examples/src/main/java/wicket/examples/hangman/HangmanSession.java;wicket-examples/src/main/java/wicket/examples/library/LibraryApplication.java;wicket-examples/src/main/java/wicket/examples/library/LibrarySession.java;wicket-examples/src/main/java/wicket/examples/signin/SignInApplication.java;wicket-examples/src/main/java/wicket/examples/signin/SignInSession.java;wicket-examples/src/main/java/wicket/examples/signin2/SignIn2Application.java;wicket-examples/src/main/java/wicket/examples/signin2/SignIn2Session.java;wicket/src/main/java/wicket/Session.java;wicket/src/main/java/wicket/protocol/http/WebApplication.java;wicket/src/main/java/wicket/protocol/http/WebSession.java;wicket/src/main/java/wicket/protocol/http/portlet/PortletApplication.java;wicket/src/main/java/wicket/protocol/http/portlet/WicketPortletSession.java;wicket/src/main/java/wicket/settings/IApplicationSettings.java;wicket/src/main/java/wicket/settings/IResourceSettings.java;wicket/src/main/java/wicket/settings/Settings.java;wicket/src/test/java/wicket/markup/html/form/login/InterceptTest.java;wicket/src/test/java/wicket/markup/html/header/inheritance/InheritanceHeadTest.java;wicket-auth-roles/src/main/java/wicket/authentication/AuthenticatedWebSession.java;wicket-examples/src/main/java/wicket/examples/debug/ApplicationView.html;wicket-examples/src/main/java/wicket/examples/debug/ApplicationView.java;wicket-examples/src/main/java/wicket/examples/guestbook/GuestBookApplication.java;wicket-examples/src/main/java/wicket/examples/guestbook/GuestBookSession.java;wicket-examples/src/main/java/wicket/examples/hangman/HangmanApplication.java;wicket-examples/src/main/java/wicket/examples/hangman/HangmanSession.java;wicket-examples/src/main/java/wicket/examples/library/LibraryApplication.java;wicket-examples/src/main/java/wicket/examples/library/LibrarySession.java;wicket-examples/src/main/java/wicket/examples/signin/SignInApplication.java;wicket-examples/src/main/java/wicket/examples/signin/SignInSession.java;wicket-examples/src/main/java/wicket/examples/signin2/SignIn2Application.java;wicket-examples/src/main/java/wicket/examples/signin2/SignIn2Session.java;wicket/src/main/java/wicket/Session.java;wicket/src/main/java/wicket/protocol/http/WebApplication.java;wicket/src/main/java/wicket/protocol/http/WebSession.java;wicket/src/main/java/wicket/protocol/http/portlet/PortletApplication.java;wicket/src/main/java/wicket/protocol/http/portlet/WicketPortletSession.java;wicket/src/main/java/wicket/settings/IApplicationSettings.java;wicket/src/main/java/wicket/settings/IResourceSettings.java;wicket/src/main/java/wicket/settings/Settings.java;wicket/src/test/java/wicket/markup/html/form/login/InterceptTest.java;wicket/src/test/java/wicket/markup/html/header/inheritance/InheritanceHeadTest.java;,0,0
154,Improvement,Resolved,Fixed,wicket,Major,Tristan Weil,2006/12/08 19:46:47 +0100,2006/12/08 20:22:34 +0100,Eelco Hillenius,2006/12/08 22:01:04 +0100,0.093252315,0.068402778,Access to init parameters through getServletContext.getInitParameter() not working,The command WebApplication.get().getServletContext.getInitParameter('param'); always returns null.The init parameters can only be accessed with the WicketFilter class. A getter in the WebApplication class on the wicketFilter field could work. The previous command could then be replaced with:WebApplication.get().getWicketFilter().getFilterConfig().getInitParameter('param');,2.0 branch (discontinued),2.0 branch (discontinued); 1.3.0-beta1,0,0,36,1,1,1,0,0,0,0,0,0,2,2,wicket/src/main/java/wicket/protocol/http/WebApplication.java;wicket/src/main/java/wicket/protocol/http/WebApplication.java;,0,0
155,Improvement,Closed,Fixed,wicket,Major,Eelco Hillenius,2006/12/09 19:59:31 +0100,2006/12/09 19:59:31 +0100,Johan Compagner,2007/03/11 03:56:04 +0100,91.3309375,91.3309375,Extend cases where the exception can be ignored due to an aborted request,We should either find more specific catches in Resource#respond or come up with some other way to ensure we can recognize a client abortion. For instance  Jetty 6 on unix-like platforms (tested here on OpenBSD/ OSX) throws EofExceptions which extend IOExceptions and thus are not marked as ignorable. The problem then is that a stack trace will be printed in ComponentResourceRequestTarget  and as many production systems will have some trigger installed that sends an error message/ SMS/ ... that can be quite annoying.Can't we instead of looking at the exception somehow look at the request/ response itself to figure out that a request was aborted? If that is possible  that seems like a much more robust way of solving this.,2.0 branch (discontinued); 1.2.4; 1.3.0-beta1,,0,1,120,1,5,2,0,0,0,0,0,0,2,2,wicket/src/main/java/wicket/Resource.java;wicket/src/main/java/wicket/Resource.java;,0,0
159,Improvement,Resolved,Fixed,,Major,Eelco Hillenius,2006/12/11 07:27:17 +0100,2006/12/11 07:27:17 +0100,Eelco Hillenius,2006/12/11 07:31:37 +0100,0.003009259,0.003009259,Default code for popups should always try to bring the popped up window to the top (focus),The default implementation of popups (the script generated by PopupSettings) should always try to focus on the popped up window.,1.2.3,2.0 branch (discontinued); 1.3.0-beta1,0,0,20,1,1,1,0,0,0,0,0,0,2,2,wicket/src/main/java/wicket/markup/html/link/PopupSettings.java;wicket/src/main/java/wicket/markup/html/link/PopupSettings.java;,0,0
165,Bug,Resolved,Fixed,wicket,Minor,Todor Todorov,2006/12/13 13:02:39 +0100,2007/03/06 19:04:33 +0100,Jean-Baptiste Quenot,2007/03/06 19:09:43 +0100,83.25490741,0.003587963,While testing with FormTester: onSelectionChanged is not being invoked if DropDownChoice is enabled for notifications,Method DropDownChoice.onSelectionChanged is never called when testing a drop down by calling formTester.select('dropDownChoiceNotified'  0);In my page: form.add(new DropDownChoice('dropDownChoiceNotified'  candidateChoices  bookChoiceRenderer) { private static final long serialVersionUID = 1L; protected boolean wantOnSelectionChangedNotifications() { return true; } protected void onSelectionChanged(Object arg0) { super.onSelectionChanged(arg0); throw new RuntimeException('notification '+arg0); } });In my unit Test I do: formTester.select('dropDownChoiceNotified'  0);and the drop down component is not being notified.It works fine when testing in a container though.,1.2.3,2.0 branch (discontinued); 1.3.0-beta1,0,0,70,1,1,1,0,0,0,0,0,0,4,10,wicket/src/main/java/wicket/util/tester/FormTester.java;wicket/src/main/java/wicket/util/tester/FormTester.java;wicket/src/test/java/wicket/FormDispatchEventTest.java;wicket/src/test/java/wicket/MockPageWithForm.html;wicket/src/test/java/wicket/MockPageWithForm.java;wicket/src/main/java/wicket/util/tester/FormTester.java;wicket/src/main/java/wicket/util/tester/FormTester.java;wicket/src/test/java/wicket/FormDispatchEventTest.java;wicket/src/test/java/wicket/MockPageWithForm.html;wicket/src/test/java/wicket/MockPageWithForm.java;,0,0
