id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,fixingTimeFromCreate,fixingTimeFromAssignment,summary,description,affectVersion,fixVersion,votes,watches,description_words,assingnee_count,comment_count,commentator_count,Surprising,Dormant,Blocker,security,Performance,Breakage,commit_count,file_count,files,nsec,fsec
1866,Bug,Closed,Fixed,SQL,Major,A B,2006/09/19 19:26:12 +0100,2006/09/19 19:26:12 +0100,A B,2006/10/02 17:08:20 +0100,12.90425926,12.90425926,Assert failure in sane mode for queries that used to work in 10.1.2.1,Derby-1777 gives a database and a small program called 'ViewerInit' that prepares a bunch of large queries involving nested subqueries  unions  and join predicates. The actual bug described in DERBY-1777 is an NPE  and that's what the patch for DERBY-1777 addresses.However  once the NPEs are fixed  some of the queries in that same program now fail with ASSERT failures when running in SANE mode; this Jira issue is for addressing those assert failures.While this does constitute a regression  I don't know yet what the root cause of the problem is  so I hesitate to make it a 10.2 blocker--hence urgency is 'Normal'. I'm still investigating the queries to try to track down where the problem is  but all I've been able to deduce so far is that a) the assertion occurs for a scoped predicate and thus the pushing of join predicates into UNIONs is somehow involved  and b) in INSANE mode the query compiles without problem and appears (based on some early and very incomplete testing) to execute without problem. But more investigation is required to determine if the execution/results are actually correct  and to understand more about why the assertion is being thrown.I'm marking the fixin as 10.2.2.0 for now since I don't enough to make this a blocker for 10.2.1. Hopefully more info will be forthcoming...,10.1.3.2; 10.1.3.3; 10.2.1.6,10.1.3.3; 10.2.1.6; 10.3.1.4,0,0,247,1,21,5,0,0,0,0,0,1,1,3,java/engine/org/apache/derby/impl/sql/compile/OptimizerImpl.java;java/testing/org/apache/derbyTesting/functionTests/master/predicatePushdown.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/predicatePushdown.sql;,0,0
1874,Bug,Closed,Fixed,Test,Minor,Ole Solberg,2006/09/21 10:34:35 +0100,2006/09/21 14:00:37 +0100,Kristian Waagan,2007/05/25 19:55:36 +0100,246.3895949,246.2465162,largeDataTests/LobLimits master needs update for new exception names,&lt; EXPECTED SQL Exception: (XJ001) Java exception: 'Input stream did not have exact amount of data as the requested length.: java.io.IOException'.47a47&gt; EXPECTED SQL Exception: (XJ001) Java exception: 'Input stream did not have exact amount of data as the requested length.: org.apache.derby.iapi.services.io.DerbyIOException'.+ moreSee http://www.multinet.no/~solberg/public/Apache/LargeData/testlog/SunOS-5.10_i86pc-i386/448277-largeData_diff.txt,10.2.1.6; 10.3.1.4,10.3.1.4,0,0,46,1,9,4,0,0,0,0,0,1,1,1,java/testing/org/apache/derbyTesting/functionTests/master/LobLimits.out;,0,0
1885,Bug,Closed,Fixed,Miscellaneous,Trivial,Jean T. Anderson,2006/09/24 00:49:34 +0100,,Unassigned,2008/11/17 22:23:47 +0100,785.8987616,,The source distribution for 10.2.1.4 rc1 includes derby.log files,The db-derby-10.2.1.4-src release candidate built on 9/22/06 includes derby.log files. db-derby-10.2.1.4-src/derby.log db-derby-10.2.1.4-src/java/demo/toursdb/derby.logFile sizes: $ ls -l derby.log rw-rw-r- 1 jta jta 767545 Sep 22 16:12 derby.log $ ls -l java/demo/toursdb/derby.log rw-rr- 1 jta jta 542 Sep 22 14:28 java/demo/toursdb/derby.logIf the release candidates need to be rebuilt  it would be good to remove those derby.log files  but it doesn't harm anything to have them in there (just consumes a little space).The db-derby-10.2.1.4-lib and db-derby-10.2.1.4-bin distributions don't have these files.,10.2.1.6,10.5.1.1,0,0,78,0,3,3,0,0,0,0,0,0,1,1,tools/release/build.xml;,0,0
1891,Bug,Closed,Fixed,Network Client,Minor,Myrna van Lunteren,2006/09/26 18:22:45 +0100,2006/09/26 18:22:45 +0100,Myrna van Lunteren,2006/09/28 06:58:30 +0100,1.524826389,1.524826389,error 58009.C.19  refers to non-existent codepoint secktn - needs correcting,error 58009.C.19=Network protocol exception: secktn was not returned. The connection has been terminated.This is NET_SECTKN_NOT_RETURNED in org.apache.derby.drda.client.net.NetConnection.javaI searched in the drda specs but I could not find SECKTN  but I did find SECTKN.So...I think the error message should get changed to SECTKN.The same non-existent codepoint seems to be referred to in: XN002.U=secktn was not returned.This affects the following: English messages .properties file(s) Brazilian messages .properties file(s) documentation for SQLStates.I didn't find any masters with this.It should probably go into 10.2.1  although it's not important enough to hold up a release. Targeting for 10.2.2 for now.Myrna,10.0.2.1; 10.3.1.4,10.2.2.0; 10.3.1.4,0,0,97,1,5,2,0,0,0,0,0,0,1,2,java/engine/org/apache/derby/loc/messages_en.properties;java/engine/org/apache/derby/loc/messages_pt_BR.properties;,0,0
1894,Bug,Closed,Fixed,SQL,Major,Yip Ng,2006/09/27 21:29:22 +0100,2006/09/27 23:21:01 +0100,Yip Ng,2006/10/06 17:56:18 +0100,8.852037037,8.774502315,SQLSTATE 42X10 occurs when qualifying a column with a synonym in ORDER BY clause,SQLSTATE 42X10 occurs when qualifying a column with a synonym in ORDER BY clause  where the synonym was declared in a different schema:ij version 10.3ij&gt; connect 'jdbc:derby:wombat;create=true';ij&gt; create schema test1;0 rows inserted/updated/deletedij&gt; create schema test2;0 rows inserted/updated/deletedij&gt; create table test1.testtable(id bigint not null);0 rows inserted/updated/deletedij&gt; create synonym test2.testtable for test1.testtable;0 rows inserted/updated/deletedij&gt; set schema test1;0 rows inserted/updated/deletedij&gt; select testtable.id from testtable;ID --------------------0 rows selectedij&gt; set schema test2;0 rows inserted/updated/deletedij&gt; select testtable.id from testtable;ID --------------------0 rows selectedij&gt; select testtable.id from testtable order by testtable.id;ERROR 42X10: 'TESTTABLE' is not an exposed table name in the scope in which it appears.ij&gt;,10.1.3.1; 10.2.1.6; 10.2.2.0; 10.3.1.4,10.1.3.2; 10.2.2.0; 10.3.1.4,0,0,99,1,11,4,0,0,0,0,0,0,1,3,java/engine/org/apache/derby/impl/sql/compile/FromBaseTable.java;java/testing/org/apache/derbyTesting/functionTests/master/synonym.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/synonym.sql;,0,0
1899,Bug,Closed,Fixed,Build tools,Major,Andrew McIntyre,2006/09/29 01:22:39 +0100,2006/09/30 07:40:17 +0100,Rick Hillegas,2006/09/30 07:40:17 +0100,1.26224537,0,10.2.1.5 source distribution is missing many files and includes some files that it should not.,The source distribution is missing the top-level bin and maven directories  as well as BUILDING.txt  README  index.html  and published-api-overview.html. Also  the tools directory is missing release/build.xml.In addition  tools/testing/derby contains a complete set of the Derby 10.1 jars  these should be removed from the -src distribution.,10.2.1.6,10.2.1.6,0,0,45,1,4,3,0,0,0,0,0,0,1,1,tools/release/build.xml;,0,0
1900,Bug,Closed,Fixed,Demos/Scripts,Major,Rajesh Kartha,2006/09/29 03:21:15 +0100,2006/09/29 22:45:23 +0100,Andrew McIntyre,2006/09/29 22:49:04 +0100,0.810983796,0.00255787,The scripts under the /bin of the distribution does not have the executable permission,The scripts under the /bin directory of the distribution does not have the execute permission. Here is the dir listing:rw-rr- 1 rajeshk RD 1153 2006-09-15 12:12 dblookrw-rr- 1 rajeshk RD 1353 2006-09-15 12:20 dblook.batrw-rr- 1 rajeshk RD 2348 2006-09-15 12:12 derby_common.batrw-rr- 1 rajeshk RD 4853 2006-09-15 12:56 derby_common.shrw-rr- 1 rajeshk RD 1241 2006-09-15 12:12 ijrw-rr- 1 rajeshk RD 1345 2006-09-15 12:20 ij.bat....The issue was raised in the list earlierhttp://www.nabble.com/Questions-on-the-scripts-in--bin--directory-of-Derby-install-p6271633.htmlbut looks it is not fully resolved.,10.2.1.6,10.2.1.6; 10.3.1.4,0,0,78,1,4,2,0,0,0,1,0,0,2,2,tools/release/build.xml;tools/release/build.xml;,0,0
1909,Bug,Closed,Fixed,SQL,Major,Bryan Pendleton,2006/09/30 21:54:16 +0100,2006/12/26 19:50:38 +0100,Bryan Pendleton,2007/02/05 05:59:40 +0100,127.3370833,40.42293981,ALTER TABLE DROP COLUMN needs to update GRANTed column privileges,When ALTER TABLE DROP COLUMN is used to drop a column from a table  it needs to update the GRANTed column privileges on that table.The following behaviors need to be provided: DROP COLUMN needs to automatically revoke any privileges which have been granted on this column Privileges which have been granted on other columns in this table need to be adjusted due to changed column position numbersWhen this problem is fixed  the following additional cleanup steps should occur: The check that disables DROP COLUMN in sqlAuthorization mode needs to be removed There is a comment in AlterTableConstantAction that needs to be revised The tests in lang/altertableDropColumn.sql should be moved into altertable.sql altertableDropColumn.sql and altertableDropColumn.out should be deletedSearch for this JIRA issue number in the code to find the relevant places to change.,10.3.1.4,10.3.1.4,0,1,136,2,8,1,0,0,0,1,0,0,1,9,java/engine/org/apache/derby/iapi/sql/dictionary/DataDictionary.java;java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/engine/org/apache/derby/impl/sql/execute/AlterTableConstantAction.java;java/storeless/org/apache/derby/impl/storeless/EmptyDictionary.java;java/testing/org/apache/derbyTesting/functionTests/master/altertable.out;java/testing/org/apache/derbyTesting/functionTests/master/altertableDropColumn.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/altertable.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/altertableDropColumn.sql;,0,0
1921,Improvement,Closed,Fixed,Documentation,Major,Rick Hillegas,2006/10/03 21:34:42 +0100,,Unassigned,2006/12/06 15:24:19 +0100,63.74278935,,Bring STATUS file up to date,The STATUS file is stale:1) Votes taken since February aren't mentioned.2) The development trunk is labelled as 10.23) The committer list is stale.,10.2.1.6,10.2.2.0,0,0,23,0,3,1,1,0,0,0,0,0,2,2,STATUS;STATUS;,0,0
1922,Bug,Closed,Fixed,Documentation,Trivial,Rajesh Kartha,2006/10/03 23:47:34 +0100,2007/03/01 19:04:47 +0100,Laura Stewart,2007/04/27 19:09:33 +0100,205.8069329,57.00331019,readme.html under frameworks does not mention about Derby client and some minor typos in example.html,The readme.html file under frameworks mentions about the JCC driver but nothing about the Derbyclient.Also under the demo/programs/simple/example.html some minor issues/typos:Under the section 'Next run the SimpleApp demo in Derby client mode:' step 5 on classpath mentions:NOT FOUND IN CLASS PATH: Derby Client libraries (db2jcc.jar) (com.ibm.db2.jcc.DB2Driver not found.)The above show JCC info instead of Derby Client,10.1.1.0; 10.1.2.1; 10.1.3.1,10.3.1.4,0,0,56,1,9,4,1,1,0,0,0,0,1,1,frameworks/readme.html;,0,0
1925,Improvement,Closed,Fixed,Test,Major,Suresh Thalamati,2006/10/04 00:33:45 +0100,2006/10/04 00:33:45 +0100,Suresh Thalamati,2006/10/20 23:28:40 +0100,16.95480324,16.95480324,Add re-encrytion  of database test cases to the upgrade test..,Add a encryption of an un-encrypted database and re-encryption of encrypted database test case to the upgrade test. Please see DERBY-1156 for details about re-encryption feature. re-encrytpion test cases will be added to run only when test is executed using jar files. Upgrade test mixes the old version of derby classes in the jar files and the new classes when run under code-line using classes.; This cause boot time error when databases is encrypted ( This kind of mixing different version of classes is not supported   see DERBY-1898) .,10.2.2.0; 10.3.1.4,10.2.2.0; 10.3.1.4,0,0,128,1,2,2,1,0,0,0,0,0,1,1,java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests/UpgradeTester.java;,0,0
1953,Improvement,Closed,Fixed,Documentation; SQL,Minor,Yip Ng,2006/10/10 18:22:34 +0100,2006/10/10 18:22:34 +0100,Yip Ng,2006/11/12 17:10:01 +0100,32.94961806,32.94961806,Make FOR EACH clause and MODE DB2SQL in CREATE TRIGGER statement optional,According to SQL:2003 standard  section 11.39 &lt;trigger definition&gt;  under Syntax Rules item 8:If neither FOR EACH ROW nor FOR EACH STATEMENT is specified  then FOR EACH STATEMENT is implicit.[ FOR EACH { ROW | STATEMENT } ],10.2.1.6; 10.3.1.4,10.3.1.4,0,1,37,1,26,7,1,0,0,0,0,0,2,79,java/demo/toursdb/ToursDB_schema.sql;java/demo/toursdb/toursdb_readme.html;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/ieptests.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/jdk16/ieptests.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/synonym.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/syscat.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/xml_general.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/ieptests.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/jdk14/syscat.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/jdk16/ieptests.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/synonym.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/syscat.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/xml_general.out;java/testing/org/apache/derbyTesting/functionTests/master/altertable.out;java/testing/org/apache/derbyTesting/functionTests/master/altertableDropColumn.out;java/testing/org/apache/derbyTesting/functionTests/master/autoincrement.out;java/testing/org/apache/derbyTesting/functionTests/master/checkToursDB.out;java/testing/org/apache/derbyTesting/functionTests/master/dblook_test.out;java/testing/org/apache/derbyTesting/functionTests/master/dropTable.out;java/testing/org/apache/derbyTesting/functionTests/master/grantRevoke.out;java/testing/org/apache/derbyTesting/functionTests/master/grantRevokeDDL.out;java/testing/org/apache/derbyTesting/functionTests/master/grantRevokeDDL2.out;java/testing/org/apache/derbyTesting/functionTests/master/identifier.out;java/testing/org/apache/derbyTesting/functionTests/master/ieptests.out;java/testing/org/apache/derbyTesting/functionTests/master/j9_22/procedureInTrigger.out;java/testing/org/apache/derbyTesting/functionTests/master/j9_foundation/grantRevokeDDL.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk16/grantRevokeDDL2.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk16/procedureInTrigger.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk16/releaseCompileLocks.out;java/testing/org/apache/derbyTesting/functionTests/master/predicatesIntoViews.out;java/testing/org/apache/derbyTesting/functionTests/master/procedureInTrigger.out;java/testing/org/apache/derbyTesting/functionTests/master/refActions.out;java/testing/org/apache/derbyTesting/functionTests/master/releaseCompileLocks.out;java/testing/org/apache/derbyTesting/functionTests/master/renameTable.out;java/testing/org/apache/derbyTesting/functionTests/master/schemas.out;java/testing/org/apache/derbyTesting/functionTests/master/synonym.out;java/testing/org/apache/derbyTesting/functionTests/master/syscat.out;java/testing/org/apache/derbyTesting/functionTests/master/triggerBeforeTrig.out;java/testing/org/apache/derbyTesting/functionTests/master/triggerGeneral.out;java/testing/org/apache/derbyTesting/functionTests/master/triggerRecursion.out;java/testing/org/apache/derbyTesting/functionTests/master/triggerRefClause.out;java/testing/org/apache/derbyTesting/functionTests/master/xml_general.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/prepStmtMetaData.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/altertable.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/altertableDropColumn.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/autoincrement.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/dropTable.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/grantRevoke.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/grantRevokeDDL.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/grantRevokeDDL2.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/identifier.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/predicatesIntoViews.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/procedureInTrigger.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/refActions.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/releaseCompileLocks.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/renameTable.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/schemas.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/streams.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/synonym.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/syscat.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/triggerBeforeTrig.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/triggerGeneral.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/triggerRecursion.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/triggerRefClause.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/triggerStream.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/updatableResultSet.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/userDefMethods.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/xml_general.sql;java/testing/org/apache/derbyTesting/functionTests/tests/tools/dblook_makeDB.sql;java/testing/org/apache/derbyTesting/functionTests/tests/tools/dblook_makeDB_2.sql;java/testing/org/apache/derbyTesting/functionTests/tests/tools/ieptests.sql;java/testing/org/apache/derbyTesting/functionTests/tests/upgradeTests/UpgradeTester.java;java/testing/org/apache/derbyTesting/functionTests/util/ProcedureTest.java;java/tools/org/apache/derby/impl/tools/dblook/DB_Trigger.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/testing/org/apache/derbyTesting/functionTests/master/db2Compatibility.out;java/testing/org/apache/derbyTesting/functionTests/master/triggerGeneral.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/db2Compatibility.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/triggerGeneral.sql;,0,0
1956,Improvement,Closed,Fixed,Network Client,Minor,Knut Anders Hatlen,2006/10/12 08:28:59 +0100,2006/10/12 08:28:59 +0100,Knut Anders Hatlen,2006/10/13 06:56:23 +0100,0.935694444,0.935694444,Remove stale code from the statement classes in the client driver,Statement and ParameterMetaData contain flags called escapedProcedureCallWithResult_. These flags might have had a function before  but now they are always false. They are used in many if-statements and make the code harder to read. Removing the flags and the code that is only executed when the flags are true  would simplify the code and make it more maintainable.,10.3.1.4,10.3.1.4,0,0,58,1,5,2,1,0,0,0,0,0,1,8,java/build/org/apache/derbyBuild/splitmessages.java;java/client/org/apache/derby/client/am/CallableStatement.java;java/client/org/apache/derby/client/am/ParameterMetaData.java;java/client/org/apache/derby/client/am/PreparedStatement.java;java/client/org/apache/derby/client/am/Statement.java;java/engine/org/apache/derby/loc/messages_en.properties;java/engine/org/apache/derby/loc/messages_pt_BR.properties;java/shared/org/apache/derby/shared/common/reference/SQLState.java;,0,0
1958,Improvement,Closed,Fixed,Store,Trivial,Mike Matrigali,2006/10/12 18:37:18 +0100,2010/08/15 18:01:54 +0100,Eranda Sooriyabandara,2010/08/26 15:01:33 +0100,1413.850174,10.87475694,improve XSDG3 error to print container  actual i/o operation  and file name.,The current error does not give enough information to know what container is the problem:ERROR XSDG3: Meta-data for Containerorg.apache.derby.impl.store.raw.data.RAFContainer@10632cd could not beaccessed,10.1.3.1; 10.2.1.6; 10.3.1.4,10.7.1.1,0,1,23,1,33,4,1,1,0,0,0,0,1,4,java/engine/org/apache/derby/impl/store/raw/data/InputStreamContainer.java;java/engine/org/apache/derby/impl/store/raw/data/RAFContainer.java;java/engine/org/apache/derby/loc/messages.xml;java/testing/org/apache/derbyTesting/functionTests/tests/lang/ErrorCodeTest.java;,0,0
1963,Bug,Closed,Fixed,Tools,Minor,Daniel John Debrunner,2006/10/16 17:44:56 +0100,2010/10/12 22:42:48 +0100,Knut Anders Hatlen,2010/10/15 09:03:56 +0100,1459.638194,2.431342593,Routine parameter names displayed by dblook are not escaped.,After using this SQL to create a function with a delimited parameter nameCREATE FUNCTION FRED ('paramOne' INTEGER) RETURNS INTEGERLANGUAGE JAVA PARAMETER STYLE JAVA EXTERNAL NAME 'fred.foo' dblook will output a CREATE FUNCTION statement with the parameter name without quotes:CREATE FUNCTION 'APP'.'FRED' (paramOne INTEGER) RETURNS INTEGERLANGUAGE JAVA PARAMETER STYLE JAVAREADS SQL DATA CALLED ON NULL INPUTEXTERNAL NAME 'fred.foo';Using the output from dblook to re-create the function will result in a function with a different parameter name.,10.3.1.4,10.7.1.1,0,1,75,1,7,4,1,0,0,0,0,0,1,9,java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/dblook_test_net.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/dblook_test_net_territory.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/dblook_test_net.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/dblook_test_net_territory.out;java/testing/org/apache/derbyTesting/functionTests/master/cast.out;java/testing/org/apache/derbyTesting/functionTests/master/dblook_test.out;java/testing/org/apache/derbyTesting/functionTests/master/dblook_test_territory.out;java/testing/org/apache/derbyTesting/functionTests/tests/tools/dblook_makeDB.sql;,0,0
1974,Bug,Closed,Fixed,Test,Major,Daniel John Debrunner,2006/10/17 21:51:28 +0100,2006/11/01 19:17:13 +0100,Daniel John Debrunner,2006/11/01 19:33:45 +0100,14.90436343,0.011481481,Junit tests that require SQL authorization mode should use a different database to the default one.,Since databases are re-used in the JUnit world having a single database for the two modes does not work.Not sure if there are any tests that need this yet. SQLAuthorizationPropTest actually tests setting the property so it really needs its own database (I think).,10.3.1.4,10.3.1.4,0,0,44,1,1,1,1,0,0,0,0,0,1,4,java/testing/org/apache/derbyTesting/functionTests/tests/lang/PrepareExecuteDDL.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/_Suite.java;java/testing/org/apache/derbyTesting/junit/JDBC.java;java/testing/org/apache/derbyTesting/junit/TestConfiguration.java;,0,0
1987,Improvement,Closed,Fixed,Test,Minor,Daniel John Debrunner,2006/10/20 23:49:19 +0100,,Unassigned,2010/04/28 18:45:35 +0100,1285.789074,,Add Order Entry application/system/performance test/toolkit,Order Entry (OE) is an OLTP application/toolkit which is based upon the TPC-C specification but is not claiming to be a valid implementation. The TPC-C specification is used mainly forthe database schema &amp; population rules and the logic of the business transactions.http://www.tpc.org/tpcc/OE is set up so that the driving &amp; display of the business transactions is separated from the actual implementation which then allows different implementations to compare performance of Derby features. In all cases the implementationswould perform the logical functionality required by the TPC-C  but need not be strict implementations. As an examplethe new order number is obtained in a defined way in TPC-C  but Derby could use generated keys to perform thesame logical function. Testing the two ways would lead to see if there were performance problems with generated keys.Examples of the possible implementations of the business transactions are: direct - client executes SQL statements directly holding onto PreparedStatements for the lifetime of the client) procedure - client executes a procedure per business transaction EOD - implementation using JDBC 4^H5? EOD updateable ResultSets positioned updates etc.Other options include use of triggers use of generated keys etc.Possible values for the display (results of the transaction) nothing text HTML for servlets/JSPs etc.Also the loading of the data could support different options: load with/without contraints in place load using INSERT statements load using import load using import with a ResultSet class.OE allows the amount of data loaded initially to be varied very easily  just by setting the warehousescale factor  so a warehouse=1 creates a database of size N  and warehouse=100 a database of size 100N (roughly).This allows databases in the range 10-100Gb to be easily created.The general setup would that OE could be used as a function test  performance test  or stress test so it's seen as a toolkit.I hope also that the OE could be expanded beyond the TPC-C spec  for example: adding images (BLOBs) and descriptions (CLOBs) to the product ITEM table. adding triggers to send-email on various actions.These additions would be intended to test Derby functionality in a 'real-world' OLTP application.The top-level package under java/testing would be org.apache.derbyTesting.systemTests.oe,10.6.1.0,10.6.1.0,0,0,360,0,3,2,1,0,0,0,1,0,1,3,java/testing/build.xml;java/testing/org/apache/derbyTesting/system/oe/build.xml;tools/ant/properties/dirs.properties;,0,0
1988,Improvement,Closed,Fixed,Test,Minor,Knut Anders Hatlen,2006/10/21 13:21:13 +0100,2006/10/21 13:21:13 +0100,Knut Anders Hatlen,2006/10/23 18:50:42 +0100,2.22880787,2.22880787,Convert jdbc4/TestJDBC40Exception.java to JUnit,TestJDBC40Exception is written in a JUnit-like style and could easily be converted into JUnit.,10.3.1.4,10.3.1.4,0,0,14,1,2,1,1,0,0,0,0,0,1,5,java/testing/org/apache/derbyTesting/functionTests/suites/DerbyNetClient.exclude;java/testing/org/apache/derbyTesting/functionTests/suites/jdbc40.runall;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4/README.html;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4/TestJDBC40Exception.java;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4/_Suite.java;,0,0
1989,Improvement,Closed,Fixed,Test,Minor,Knut Anders Hatlen,2006/10/21 14:51:36 +0100,2006/10/21 14:51:36 +0100,Knut Anders Hatlen,2006/10/27 07:35:46 +0100,5.697337963,5.697337963,Convert jdbc4/TestDbMetaData.java to JUnit,Rewrite the test in JUnit using the utility methods added in DERBY-1976.,10.3.1.4,10.3.1.4,0,0,30,1,2,1,1,0,0,0,0,0,1,8,java/testing/org/apache/derbyTesting/functionTests/master/TestDbMetaData.out;java/testing/org/apache/derbyTesting/functionTests/suites/DerbyNetClient.exclude;java/testing/org/apache/derbyTesting/functionTests/suites/jdbc40.runall;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4/JDBC40TranslationTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4/README.html;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4/TestDbMetaData.java;java/testing/org/apache/derbyTesting/functionTests/tests/jdbc4/_Suite.java;java/testing/org/apache/derbyTesting/junit/JDBC.java;,0,0
1991,Bug,Closed,Fixed,JDBC,Minor,Knut Anders Hatlen,2006/10/24 08:20:37 +0100,2006/10/24 08:20:37 +0100,Knut Anders Hatlen,2006/10/31 09:45:39 +0100,7.059050926,7.059050926,Misleading stack traces for exceptions raised by the JDBC 4.0 embedded driver,When the embedded driver raises an SQLException  its stack trace alwayssays it is created in SQLExceptionFactory40.wrapArgsForTransportAcrossDRDA().This is not correct.At some point  SQLExceptionFactory40.getSQLException() set the stack traceof the SQLException to the stack trace of the non-SQLException that causedit  if there were one. This was probably done to mimic the behaviour ofEmbedSQLException  which overrides printStackTrace() to achieve thesame. Later  code was added to ferry arguments over DRDA. This code createda dummy exception which the old code interpreted as a non-SQLExceptionwhose stack trace should be used for the main exception. Therefore  allexceptions now have the same stack trace as the dummy exception created inwrapArgsForTransportAcrossDRDA().I think the best solution is not to set the stack trace explicitly  noteven when the SQLException is caused by a non-SQLException.EmbedSQLException overrides printStackTrace() because throwables in Java1.3 didn't have initCause()/getCause()  so it was the only way to preservethe original stack trace. Since the SQLExceptions in JDBC 4.0 haveinitCause()/getCause()  there is no reason why the JDBC4 driver shouldmimic EmbedSQLException's workaround for not having these methods.,10.2.1.6,10.2.2.0; 10.3.1.4,0,0,165,1,2,1,1,0,0,0,0,0,1,3,java/engine/org/apache/derby/impl/jdbc/SQLExceptionFactory40.java;java/testing/org/apache/derbyTesting/functionTests/master/jdk16/closed.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk16/releaseCompileLocks.out;,0,0
2003,Improvement,Closed,Fixed,Test,Minor,Knut Anders Hatlen,2006/10/26 07:52:59 +0100,2007/04/15 18:39:05 +0100,Daniel John Debrunner,2007/04/15 18:39:05 +0100,171.4486806,0,Use a lower wait timeout in BlobClob4BlobTest,These test cases wait 60 seconds for a timeout: testLockingClob testLockingWithLongRowClob testLockingBlob testLockingWithLongRowBlobSince they run both in embedded and network client mode  BlobClob4BlobTest spends about eight minutes waiting for a timeout. Therefore  it would be good if its setUp() method lowered the timeout (and tearDown() reset it). TestJDBC40Exception shows how this could be achieved.,10.3.1.4,10.3.1.4,0,0,54,1,5,2,1,0,0,0,0,0,1,2,java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/BlobClob4BlobTest.java;java/testing/org/apache/derbyTesting/junit/DatabasePropertyTestSetup.java;,0,0
